UniProtID,mean_Case,mean_Control,log2foldchange,p_value,t_value,,,,
P14151,12.43566628,12.50153136,-0.065865086,0.427550839,-0.796552776,,,,
Q9Y490,18.22662225,18.12853239,0.098089869,0.431758129,0.789883944,,,,
P10643,16.32495856,16.38226197,-0.057303409,0.436336994,-0.781135742,,,,
P13727,15.41390228,15.32088057,0.093021709,0.437133776,0.779830094,,,,
Q86UD1,10.85478174,10.77572674,0.079054997,0.438511291,0.781450124,,,,
Q9NPH3,7.599682162,7.92398467,-0.324302508,0.439543725,-0.778886792,,,,
P55290,10.74669112,10.68940698,0.057284136,0.440047003,0.777834911,,,,
P25705,10.75358029,10.57118152,0.182398765,0.441001284,0.77593673,,,,
Q04446,8.882418882,8.706773864,0.175645019,0.442962007,0.772434233,,,,
Q14914,13.0754672,13.34952372,-0.274056521,0.444273745,-0.770260847,,,,
P63313,13.53620548,13.80103347,-0.264827986,0.445767022,-0.77454626,,,,
Q86WR0,16.60440825,16.52553324,0.078875014,0.44617139,0.765695853,,,,
Q03252,15.89661771,15.79621581,0.100401902,0.446566808,0.7660316,,,,
P62263,14.26845353,14.2193238,0.04912973,0.446985161,0.76409084,,,,
P02760,20.6755842,20.63012285,0.045461342,0.447432983,0.762641295,,,,
P40925,12.29234676,12.24143475,0.05091201,0.448400467,0.761344341,,,,
P62847,13.32257337,13.4331837,-0.110610326,0.455050355,-0.751746158,,,,
P19652,18.499652,18.58907133,-0.089419325,0.457248663,-0.746729836,,,,
Q96KP4,15.31789235,15.1531122,0.164780155,0.45999152,0.742771775,,,,
Q8IZA0,11.5077811,11.40817909,0.099602014,0.463197861,0.740448486,,,,
Q13200,11.58573279,11.74733317,-0.161600377,0.464214247,-0.743162905,,,,
Q14247,11.73363693,11.62248394,0.111152992,0.464680206,0.742050483,,,,
P61604,12.10946606,12.19613233,-0.086666273,0.468338284,-0.730292765,,,,
P21333,13.18127839,13.08331946,0.097958927,0.469118597,0.727576465,,,,
Q9H3U1,17.30023309,17.57293966,-0.27270657,0.470146009,-0.728950017,,,,
P00915,12.01466088,12.15526057,-0.140599688,0.472848585,-0.720561148,,,,
P25311,18.21696116,18.26210054,-0.04513938,0.473635029,-0.718911133,,,,
P01861,8.679187685,8.096365421,0.582822264,0.477974778,0.71494247,,,,
P31947,14.08246494,14.28903398,-0.206569042,0.478145877,-0.713900749,,,,
Q04695,13.26001217,13.35238086,-0.092368692,0.478201515,-0.714816218,,,,
A0PJW6,13.90793152,13.8509393,0.056992216,0.478807495,0.711453827,,,,
Q14789,19.62520758,19.81754647,-0.192338884,0.48047493,-0.712738928,,,,
P14314,10.89402734,11.37039053,-0.476363189,0.484012283,-0.702683542,,,,
P52566,12.91652084,12.74704518,0.169475655,0.486791048,0.698307367,,,,
P20742,15.83202187,15.73061996,0.101401904,0.486840145,0.697713547,,,,
P07355,9.450353647,9.194140864,0.256212782,0.487333434,0.700081014,,,,
P16083,10.96300854,11.13012789,-0.167119359,0.487810569,-0.70066149,,,,
P28482,12.82205239,12.96283059,-0.140778206,0.488811249,-0.69630994,,,,
P08174,9.419156597,9.49282203,-0.073665434,0.489539886,-0.697024439,,,,
P25788,14.76047352,14.82384234,-0.063368816,0.492595353,-0.689756261,,,,
Q92626,17.27235864,17.18318834,0.089170293,0.49351831,0.689007506,,,,
O15511,9.847518498,10.08447578,-0.236957279,0.508413168,-0.666601004,,,,
P08567,4.515945864,4.192879048,0.323066816,0.515678363,0.659366256,,,,
P07333,10.77522454,10.8261624,-0.050937862,0.517007155,-0.650696681,,,,
P11216,13.61211384,13.74577699,-0.133663157,0.517383504,-0.652930882,,,,
P11226,10.15938943,10.28657837,-0.127188945,0.51919805,-0.650003464,,,,
P35237,13.44259578,13.26197042,0.180625363,0.52374424,0.640858983,,,,
Q9Y4L1,15.39047588,15.44270004,-0.052224157,0.525873645,-0.638457288,,,,
P31943,13.47983313,13.4179241,0.06190903,0.530479295,0.630855434,,,,
Q15063,11.42033382,11.27664982,0.143684007,0.533356709,0.626554512,,,,
Q12805,13.04100218,13.08548089,-0.044478718,0.536170052,-0.620711403,,,,
P63104,9.302141705,9.070218611,0.231923093,0.540232559,0.622789693,,,,
P02656,17.6805308,17.5859729,0.094557902,0.541500882,0.612629817,,,,
P23142,13.11151851,13.16676588,-0.05524737,0.542574487,-0.611050899,,,,
O00468,16.02394233,15.89965481,0.124287519,0.543187385,0.61143797,,,,
P55058,11.34537887,11.40552872,-0.060149844,0.544320982,-0.60818827,,,,
P02741,12.30309545,12.46337976,-0.160284305,0.544364432,-0.608428472,,,,
Q14289,10.47530515,9.963845022,0.511460126,0.545117766,0.608191223,,,,
Q00610,12.299036,12.13007483,0.168961172,0.547157824,0.605284909,,,,
P46777,14.67362717,14.83709471,-0.16346754,0.5496679,-0.602215075,,,,
Q14690,15.27982595,15.34546922,-0.065643265,0.550795373,-0.599140819,,,,
P18428,13.12990405,13.19979528,-0.069891232,0.553951187,-0.593650988,,,,
P24928,10.25759314,10.49075721,-0.233164069,0.554195511,-0.598888347,,,,
P36980,14.02954593,13.96213626,0.067409667,0.555504444,0.591314701,,,,
P22234,16.25661941,16.15086326,0.10575615,0.557485879,0.589957089,,,,
P27695,11.64047707,11.80042052,-0.159943452,0.561023068,-0.586381118,,,,
P00558,15.92346129,16.00796927,-0.084507976,0.561552295,-0.58686989,,,,
P00505,15.14457407,15.20384142,-0.059267355,0.562035044,-0.582560686,,,,
Q99627,13.05259451,13.10757581,-0.054981307,0.568644649,-0.574298795,,,,
P50454,20.42559249,20.46870999,-0.043117502,0.568840772,-0.570978247,,,,
P48059,10.45942166,10.38193071,0.077490948,0.569326497,0.573630013,,,,
P10586,13.50583819,13.56794008,-0.062101895,0.572343812,-0.567752314,,,,
P04004,19.0894248,19.12478362,-0.035358827,0.57393581,-0.563946452,,,,
Q9H8L6,10.77053646,10.81911428,-0.048577825,0.579070952,-0.557992068,,,,
P23229,11.9088847,11.98706983,-0.078185133,0.579586773,-0.558709697,,,,
P02776,10.90759338,11.01657704,-0.108983662,0.581372941,-0.553341554,,,,
Q10589,15.89427641,15.94264255,-0.048366134,0.586128925,-0.546506777,,,,
P78417,13.91100907,14.06785471,-0.156845642,0.589867749,-0.543051951,,,,
P60842,13.72202815,13.97397749,-0.251949332,0.595956664,-0.535839561,,,,
P24666,16.88966517,16.85620241,0.03346276,0.596928902,0.530955775,,,,
P13645,10.00112803,9.891628869,0.109499162,0.600140478,0.526614337,,,,
P00352,7.371698892,7.142292062,0.22940683,0.600846339,0.529697562,,,,
O00187,11.61463576,11.65174638,-0.037110615,0.603553334,-0.521065515,,,,
P06727,20.1152958,20.05712145,0.058174345,0.603987722,0.520279409,,,,
P51610,15.4966767,15.44001731,0.056659392,0.604769187,0.520013736,,,,
Q08380,14.69496201,14.74606505,-0.051103041,0.605069297,-0.518563451,,,,
P28074,13.19165479,13.10629052,0.085364265,0.607172104,0.51862204,,,,
P08670,13.38761481,13.44475516,-0.057140353,0.610607519,-0.512466644,,,,
Q9H4M9,13.05014957,13.10111302,-0.050963441,0.610775834,-0.511091055,,,,
Q13228,12.66500581,12.61198908,0.053016726,0.611558264,0.510441859,,,,
P01621,12.99811213,13.08819998,-0.090087848,0.614120937,-0.505821115,,,,
Q02880,15.2792414,15.34161537,-0.062373972,0.614219272,-0.505508082,,,,
P30101,16.5005954,16.33037612,0.170219284,0.615571101,0.503805795,,,,
P17980,16.49598045,16.58718378,-0.091203333,0.619917283,-0.498548473,,,,
P29401,13.32416714,13.38159288,-0.057425748,0.620322726,-0.498174536,,,,
Q15365,9.880726607,9.753653989,0.127072618,0.621020177,0.497260518,,,,
O00299,11.77754949,11.88119555,-0.103646055,0.622652096,-0.49444148,,,,
O00391,12.24757911,12.2864135,-0.038834392,0.623334554,-0.492632187,,,,
Q9HCB6,12.87457094,12.83110281,0.043468129,0.6242511,0.492021796,,,,
Q01581,13.7053974,13.64201933,0.063378064,0.629646855,0.483844491,,,,
Q15691,13.58418197,13.62687244,-0.042690465,0.630802128,-0.482220099,,,,
P30153,17.83131217,17.70678375,0.124528419,0.633412483,0.47852186,,,,
P50570,16.67406816,16.73678968,-0.062721518,0.636859029,-0.47480613,,,,
O60716,15.87025606,15.8257555,0.044500554,0.63873194,0.471525153,,,,
P78347,15.35888816,15.29084443,0.068043727,0.64006548,0.471319966,,,,
P07998,11.70196576,11.7984277,-0.096461941,0.644027692,-0.468145528,,,,
P07339,18.93917169,19.07623391,-0.137062215,0.644678085,-0.464491482,,,,
P15311,17.4812177,17.52573415,-0.044516447,0.645102494,-0.462436207,,,,
P02753,19.27465707,19.23882819,0.035828877,0.650349995,0.454511757,,,,
P02655,17.56524248,17.50577721,0.059465261,0.652329268,0.451937043,,,,
P07900,15.30777484,15.40723378,-0.099458941,0.654942228,-0.448838967,,,,
Q14240,13.77153869,13.65772921,0.113809479,0.657862707,0.448258508,,,,
P00740,14.85071287,14.87496131,-0.024248444,0.661210938,-0.439255717,,,,
P62158,10.79295025,10.72522405,0.0677262,0.661714448,0.438543635,,,,
Q562R1,11.66548237,11.71725242,-0.051770049,0.665611568,-0.433502901,,,,
P12814,7.45674034,7.565239453,-0.108499113,0.665796959,-0.434158703,,,,
P05160,12.43750547,12.47655838,-0.039052908,0.665855828,-0.43380038,,,,
P04070,12.71163018,12.68195044,0.029679748,0.665945233,0.432875484,,,,
Q9BR76,15.08540731,14.96293382,0.122473496,0.666622226,0.432909386,,,,
Q06033,15.64289633,15.67638428,-0.033487947,0.667602572,-0.430555407,,,,
P09936,11.73267719,11.60178859,0.130888603,0.667888989,0.431214163,,,,
P11277,15.93637695,15.82072733,0.115649625,0.672047642,0.426686367,,,,
P32119,10.06689466,10.20502732,-0.138132658,0.673136535,-0.423505022,,,,
Q14697,15.39835654,15.46669319,-0.068336644,0.677027115,-0.417961558,,,,
P01834,16.80468553,16.89937648,-0.094690953,0.677540253,-0.416998481,,,,
P11717,13.66772326,13.59896881,0.06875445,0.678917278,0.415688691,,,,
Q02790,15.8747946,15.75869689,0.11609771,0.679680172,0.414015969,,,,
Q6PKG0,11.90017831,11.86434137,0.035836943,0.680431327,0.414193599,,,,
Q86VB7,10.81217727,10.8628472,-0.050669929,0.682946633,-0.40964994,,,,
P05165,10.35385463,10.25281661,0.101038014,0.685168731,0.409593313,,,,
Q14624,19.23754597,19.26142891,-0.023882942,0.686096152,-0.405209109,,,,
Q16363,15.42558367,15.35789164,0.067692027,0.688384466,0.403586146,,,,
P30048,15.5990272,15.64407116,-0.04504396,0.690592298,-0.399021325,,,,
P01771,11.22390924,11.1018675,0.12204174,0.692994081,0.397895509,,,,
P27348,15.01960978,14.98167016,0.03793962,0.695093612,0.395374658,,,,
P29317,9.85276821,9.733182722,0.119585488,0.70352157,0.383451146,,,,
P08709,9.778979784,9.720811261,0.058168522,0.703674353,0.38862426,,,,
P17936,14.21841563,14.17906891,0.039346727,0.70578037,0.378679601,,,,
P20930,8.690143679,8.64950244,0.040641239,0.706868854,0.377696749,,,,
Q9ULI3,11.20654376,11.04497654,0.161567216,0.707694302,0.379068112,,,,
P13591,8.473541388,8.586921835,-0.113380447,0.709398715,-0.373998805,,,,
P00742,15.64870622,15.67262647,-0.023920244,0.709593061,-0.37334944,,,,
P17661,12.2082,12.23687274,-0.028672738,0.710513267,-0.37236367,,,,
P05787,14.72899033,14.77751599,-0.04852566,0.712128368,-0.370034691,,,,
O43488,14.26740365,14.13148649,0.135917165,0.714017815,0.369613376,,,,
O75144,10.0010666,10.02739501,-0.026328411,0.715303686,-0.366223873,,,,
P48147,13.22013178,13.15416139,0.065970384,0.717113767,0.363855371,,,,
P46781,12.68005455,12.71079234,-0.030737785,0.718176443,-0.361840569,,,,
Q9UJJ9,9.017680808,9.085190149,-0.067509341,0.719178832,-0.364655674,,,,
P09651,12.29683992,12.23797556,0.058864368,0.720223348,0.360076817,,,,
P49321,12.50564836,12.46782883,0.037819533,0.722144204,0.357138602,,,,
Q9UQ35,9.981287406,10.01884976,-0.037562358,0.72465989,-0.353433965,,,,
Q6UX71,9.612855175,9.581966188,0.030888987,0.72477813,0.354046918,,,,
Q9BRP8,16.64291592,16.67913481,-0.03621889,0.72613058,-0.351500828,,,,
P42330,14.81730208,14.77423539,0.04306669,0.727447169,0.349846068,,,,
P00390,15.29424028,15.2578223,0.036417985,0.731968124,0.344927733,,,,
O15144,11.03957002,11.06958666,-0.030016641,0.734419066,-0.34049529,,,,
P12111,15.62588735,15.67887734,-0.052989984,0.736243851,-0.33823095,,,,
O95445,16.52841479,16.56897509,-0.040560302,0.738558089,-0.3348321,,,,
P35443,9.736096927,9.775398378,-0.039301451,0.740465295,-0.333654001,,,,
P20618,15.22059925,15.12832391,0.092275346,0.747490854,0.323935505,,,,
P0DJI9,9.020232098,8.910855587,0.10937651,0.750957544,0.319937274,,,,
P27824,15.72846193,15.6942055,0.034256427,0.75451142,0.314112527,,,,
P04180,13.60106578,13.61641131,-0.015345521,0.755319095,-0.312407613,,,,
Q9H299,8.564402856,8.508117551,0.056285306,0.75614293,0.313200186,,,,
P16070,13.55375689,13.53467788,0.019079004,0.757889127,0.3090793,,,,
P13667,6.971248997,6.77640724,0.194841756,0.762272305,0.304623183,,,,
P22891,12.62800036,12.66199107,-0.033990714,0.762341872,-0.303216242,,,,
P07237,14.4777478,14.58057207,-0.102824274,0.762619429,-0.302861297,,,,
Q14203,16.13285589,16.17390221,-0.041046321,0.763093125,-0.303177438,,,,
O43390,14.19810573,14.23041999,-0.032314261,0.765953669,-0.299431032,,,,
P40926,13.75706397,13.66310797,0.093955999,0.766178841,0.300217788,,,,
O15230,10.1646106,10.22476665,-0.060156053,0.766657079,-0.297854453,,,,
P17948,13.96439977,13.93990552,0.024494251,0.769901272,0.293298582,,,,
P00441,12.16450543,12.28466658,-0.120161153,0.770725939,-0.292612094,,,,
P02654,16.56686216,16.59503886,-0.028176699,0.77341279,-0.28867553,,,,
Q9Y2Z0,15.18163042,15.14532518,0.036305243,0.776742599,0.284649913,,,,
P22307,14.1731827,14.20609686,-0.032914159,0.779420074,-0.281135871,,,,
Q9NYU2,10.09450331,10.15551293,-0.061009618,0.779582429,-0.280977594,,,,
Q9Y6R7,13.33340088,13.28500587,0.048395013,0.781603788,0.278282839,,,,
P41240,15.60948701,15.58312134,0.026365664,0.781729258,0.278308531,,,,
P41250,11.79123222,11.811738,-0.020505776,0.782727457,-0.27671907,,,,
P48047,15.07750291,15.01118544,0.066317471,0.789891208,0.267619996,,,,
P04264,12.05691459,11.94997975,0.106934845,0.789960587,0.26774316,,,,
O95497,9.352685665,9.304912307,0.047773358,0.791315504,0.268410632,,,,
P68871,17.57223728,17.62176853,-0.049531249,0.793039868,-0.262989197,,,,
P05155,20.53487166,20.55726545,-0.022393787,0.794808095,-0.260708237,,,,
P04179,10.73137688,10.7590363,-0.027659416,0.795473166,-0.260807019,,,,
Q13576,15.29136562,15.22831622,0.063049397,0.797697993,0.256967443,,,,
Q96RQ1,14.41800606,14.38934241,0.028663653,0.798820748,0.255933472,,,,
P01033,9.400104395,9.35349836,0.046606035,0.799345468,0.25740735,,,,
P11586,16.39637952,16.35010448,0.046275046,0.800348359,0.254372032,,,,
P31946,11.00376209,11.05877575,-0.055013665,0.801759275,-0.254098072,,,,
P30044,14.51700598,14.48060431,0.036401678,0.802586868,0.251718912,,,,
P08648,8.443804796,8.554443321,-0.110638525,0.802721351,-0.250660869,,,,
Q13232,14.61902148,14.57586147,0.043160007,0.806189223,0.247600656,,,,
P05019,10.63626605,10.61140701,0.024859044,0.8079537,0.244426773,,,,
O00533,12.28371799,12.25967109,0.0240469,0.811455482,0.239090183,,,,
P23470,9.247395365,9.272171366,-0.024776001,0.814239484,-0.235704083,,,,
Q14766,12.07108342,12.05158911,0.019494312,0.818085563,0.231182529,,,,
Q3LXA3,13.37651108,13.40336092,-0.026849835,0.818204397,-0.230593723,,,,
P06702,14.55763159,14.53732823,0.02030336,0.821795121,0.226090287,,,,
P07360,10.29457955,10.17502056,0.119558988,0.826540381,0.219667437,,,,
P23368,12.76975618,12.73862433,0.031131847,0.828859462,0.217342331,,,,
O43505,15.10881561,15.04821755,0.060598059,0.831043702,0.215387926,,,,
Q14204,15.84491348,15.817813,0.027100479,0.832871703,0.212027714,,,,
P05362,8.261262475,8.295602256,-0.034339781,0.836086441,-0.207563377,,,,
P05546,18.89848322,18.88419033,0.014292892,0.836231994,0.207181766,,,,
P15924,13.67695551,13.62658543,0.050370071,0.842579961,0.199601777,,,,
P02751,11.76788272,11.86348385,-0.095601124,0.8429497,-0.198649661,,,,
P01860,7.545904161,7.613751803,-0.067847642,0.843350515,-0.198361167,,,,
P04114,19.21679259,19.23222174,-0.01542915,0.849468288,-0.19028017,,,,
P19971,13.14692005,13.10494983,0.041970219,0.851639114,0.187764715,,,,
P06576,13.98939496,14.00344498,-0.014050017,0.857541292,-0.179953812,,,,
Q86UX7,15.34920374,15.34016521,0.009038528,0.862347211,0.17382384,,,,
Q00839,16.86056934,16.87546964,-0.014900306,0.86274996,-0.173343016,,,,
P35442,11.64501763,11.62872596,0.016291671,0.865199164,0.170399817,,,,
O43707,13.59380108,13.55566594,0.038135134,0.867532261,0.167231102,,,,
Q9UBP9,13.76287527,13.74311502,0.019760241,0.869213118,0.16557903,,,,
P39019,14.2567049,14.2286415,0.028063405,0.885532321,0.144910789,,,,
P13796,11.21763098,11.18105216,0.036578817,0.885879001,0.144067706,,,,
P09172,9.95201403,9.897654101,0.054359929,0.886269065,0.143819162,,,,
P00338,13.90248545,13.87336836,0.029117091,0.888339239,0.141242244,,,,
Q10588,9.892747624,9.919494154,-0.02674653,0.888453612,-0.142532142,,,,
O00203,12.7130677,12.72897942,-0.01591172,0.889640102,-0.139338658,,,,
P43121,9.014687685,9.056866254,-0.042178569,0.890796003,-0.137807796,,,,
O43866,11.6639204,11.63457099,0.029349403,0.891782744,0.136389459,,,,
Q9Y3B4,14.96886555,14.95151664,0.017348902,0.894737627,0.133049617,,,,
O95678,10.4966404,10.47678926,0.019851145,0.895351773,0.131964642,,,,
Q15185,11.9474793,11.90327224,0.044207064,0.89656556,0.130563661,,,,
P31997,19.1561677,19.16534881,-0.00918111,0.900242862,-0.125914218,,,,
P22105,10.98536343,10.96990502,0.015458412,0.904826774,0.119900162,,,,
Q9UNW1,10.71975444,10.72796383,-0.008209397,0.905270238,-0.119323022,,,,
Q9NTJ3,17.31983707,17.28577047,0.034066604,0.907707775,0.116709046,,,,
P02786,16.83174766,16.81700717,0.014740487,0.911171233,0.111888799,,,,
P02750,17.774464,17.76478731,0.00967669,0.912544206,0.110094907,,,,
P26640,17.0243279,17.01581205,0.008515851,0.916065067,0.106030167,,,,
O00592,7.950501967,7.963918822,-0.013416855,0.917291541,-0.104557456,,,,
Q86V81,15.97065568,15.95203601,0.018619673,0.920028911,0.10086194,,,,
Q9Y4I1,11.23894424,11.25639125,-0.017447009,0.923604697,-0.096656271,,,,
Q08209,17.05325692,17.04001222,0.0132447,0.92606566,0.093025135,,,,
O43583,11.46521713,11.44226611,0.022951023,0.931271159,0.086889046,,,,
P12259,12.43193952,12.44169029,-0.009750763,0.932742433,-0.08460218,,,,
Q32MZ4,13.58451555,13.59429674,-0.009781187,0.933569145,-0.083686605,,,,
O14786,12.28452775,12.29266101,-0.008133257,0.934612547,-0.082283723,,,,
Q13557,11.7527398,11.72549266,0.027247141,0.940279549,0.075302737,,,,
P10809,15.8484135,15.85786769,-0.00945419,0.940390831,-0.075130698,,,,
Q15582,14.07094238,14.09598126,-0.025038875,0.940718207,-0.074589622,,,,
P09417,11.51412994,11.50025134,0.013878595,0.942652262,0.072148278,,,,
P03950,10.67751515,10.69447919,-0.016964044,0.943235072,-0.071977375,,,,
P33176,10.65841741,10.63758715,0.020830259,0.943913365,0.070670995,,,,
P01344,12.279084,12.28424051,-0.005156513,0.944384668,-0.069921557,,,,
Q15369,14.41158257,14.40020982,0.01137275,0.946208064,0.067696334,,,,
Q8WXI7,11.2396233,11.24978269,-0.010159381,0.946541773,-0.067722668,,,,
Q7Z4W1,16.2511491,16.27247486,-0.02132576,0.946854821,-0.067061695,,,,
P01776,16.68373678,16.65806477,0.025672009,0.94738686,0.066717707,,,,
Q9UMX5,14.91816879,14.90865946,0.009509334,0.950812279,0.062099066,,,,
P08493,10.16048317,10.16792971,-0.007446533,0.950843619,-0.06236586,,,,
O14556,10.50726257,10.5011926,0.006069969,0.953435851,0.058558925,,,,
Q9H1R3,15.11022085,15.10364079,0.006580056,0.956398494,0.054793734,,,,
Q9UL46,12.469311,12.46388402,0.005426984,0.957599731,0.053376177,,,,
P36955,16.92335832,16.92648494,-0.003126618,0.957978366,-0.05281249,,,,
P12277,15.8913704,15.88305837,0.008312032,0.960031401,0.050260161,,,,
P02775,12.91100783,12.91737728,-0.006369454,0.960358492,-0.049817893,,,,
Q16401,11.43753513,11.44326127,-0.005726142,0.961405019,-0.04858501,,,,
P55072,10.80080084,10.79180088,0.008999959,0.965693362,0.04325756,,,,
Q99460,15.08536713,15.07869671,0.006670421,0.966414746,0.04223562,,,,
Q8NBS9,15.04968713,15.05349716,-0.003810029,0.96673126,-0.041859475,,,,
P0C0L4,16.96667956,16.96032675,0.006352811,0.969279432,0.038603292,,,,
Q9NQC3,19.7472351,19.74367699,0.00355811,0.970213063,0.037437442,,,,
P14625,14.64664585,14.64197473,0.004671129,0.970344469,0.037277664,,,,
O43143,10.70072311,10.69162121,0.009101897,0.971336571,0.036111927,,,,
Q96HR3,17.74589823,17.74889358,-0.002995352,0.974392968,-0.032174662,,,,
Q6EMK4,11.87637389,11.87389463,0.002479261,0.975678971,0.03056315,,,,
P04040,8.796499407,8.80257195,-0.006072542,0.976612085,-0.029519085,,,,
O75376,9.313451836,9.306114828,0.007337008,0.977842633,0.027913998,,,,
Q13790,12.28943188,12.29080544,-0.001373555,0.982117168,-0.022468613,,,,
Q8N163,15.75018809,15.74823666,0.001951421,0.983361729,0.021014441,,,,
Q99832,15.21063283,15.21209004,-0.001457205,0.985943271,-0.017681183,,,,
P01871,15.73074292,15.72793537,0.002807548,0.989360061,0.013365846,,,,
P26447,9.66487039,9.663229889,0.001640501,0.995270198,0.005958678,,,,
O75116,7.499335542,7.500990248,-0.001654707,0.995830762,-0.005257777,,,,
P12081,11.51990093,11.5193678,0.000533126,0.997172492,0.003553935,,,,
